Generation Prompt Used,correctness,completeness_reference,faithfulness,completeness_question
Basic_RAG_Prompt,4.453333333333333,3.993333333333333,4.66,4.76
COT_Prompt,4.486666666666666,3.933333333333333,4.58,4.746666666666667
No_Context_Prompt,2.4,1.5666666666666667,2.52,3.76
