Generation Model,correctness,completeness_reference,faithfulness,completeness_question
Qwen/Qwen3-0.6B,4.546666666666667,4.333333333333333,4.7,4.653333333333333
Qwen/Qwen3-1.7B,4.786666666666667,4.6066666666666665,4.88,4.82
Qwen/Qwen3-4B,4.873333333333333,4.726666666666667,4.933333333333334,4.846666666666667
Qwen/Qwen3-8B,4.846666666666667,4.68,4.9,4.873333333333333
Qwen/Qwen3-14B,4.906666666666666,4.773333333333333,4.966666666666667,4.86
