Generation Model,correctness,completeness_reference,faithfulness,completeness_question
Qwen/Qwen3-0.6B,4.526666666666666,4.053333333333334,4.833333333333333,4.56
Qwen/Qwen3-1.7B,4.82,4.566666666666666,4.94,4.886666666666667
Qwen/Qwen3-4B,4.926666666666667,4.746666666666667,4.946666666666666,4.913333333333333
Qwen/Qwen3-8B,4.92,4.713333333333333,4.946666666666666,4.8933333333333335
Qwen/Qwen3-14B,4.933333333333334,4.733333333333333,4.993333333333333,4.8933333333333335
