Generation Prompt Used,correctness,completeness_reference,faithfulness,completeness_question
Basic_RAG_Prompt,4.873333333333333,4.726666666666667,4.933333333333334,4.846666666666667
COT_Prompt,4.733333333333333,4.6066666666666665,4.94,4.806666666666667
No_Context_Prompt,3.1466666666666665,2.46,3.16,3.96
