Generation Model,correctness,completeness_reference,faithfulness,completeness_question
Qwen/Qwen3-0.6B,3.6866666666666665,2.973333333333333,4.82,4.1866666666666665
Qwen/Qwen3-1.7B,3.92,3.46,4.78,4.466666666666667
Qwen/Qwen3-4B,4.16,3.566666666666667,4.866666666666666,4.553333333333334
Qwen/Qwen3-8B,4.206666666666667,3.5733333333333333,4.933333333333334,4.546666666666667
